Timestamp,Power,Fan,Temperature,Raw Temp Timestamp,First Crack,Second Crack
00:00,1,1,242,1704614602,False,False
00:01,1,1,239,1704614603,False,False
00:02,2,1,243,1704614604,False,False
00:03,4,1,238,1704614605,False,False
